"Step","cycle_val_975 - test SSMI_B mean","cycle_val_975 - test SSMI_B mean__MIN","cycle_val_975 - test SSMI_B mean__MAX","cycle_val_65 - test SSMI_B mean","cycle_val_65 - test SSMI_B mean__MIN","cycle_val_65 - test SSMI_B mean__MAX","cycle_val_0 - test SSMI_B mean","cycle_val_0 - test SSMI_B mean__MIN","cycle_val_0 - test SSMI_B mean__MAX"
"16959","0.5758260115806133","0.5758260115806133","0.5758260115806133","0.3329463225343484","0.3329463225343484","0.3329463225343484","0.594775306015577","0.594775306015577","0.594775306015577"
"17065","0.5645749024378994","0.5645749024378994","0.5645749024378994","0.35153698354316454","0.35153698354316454","0.35153698354316454","0.5972861328500573","0.5972861328500573","0.5972861328500573"
"17171","0.5747793430626797","0.5747793430626797","0.5747793430626797","0.334485756900202","0.334485756900202","0.334485756900202","0.5921593963983267","0.5921593963983267","0.5921593963983267"
"17277","0.5671669841095829","0.5671669841095829","0.5671669841095829","0.33690507502650147","0.33690507502650147","0.33690507502650147","0.6032663181028591","0.6032663181028591","0.6032663181028591"
"17383","0.5805047672903331","0.5805047672903331","0.5805047672903331","0.34179562875264796","0.34179562875264796","0.34179562875264796","0.5994775631987724","0.5994775631987724","0.5994775631987724"
"17489","0.5674494899243933","0.5674494899243933","0.5674494899243933","0.3523436199076172","0.3523436199076172","0.3523436199076172","0.5959780250639091","0.5959780250639091","0.5959780250639091"
"17595","0.5801244285443616","0.5801244285443616","0.5801244285443616","0.3470523318989492","0.3470523318989492","0.3470523318989492","0.6019543604420303","0.6019543604420303","0.6019543604420303"
"17701","0.5717327925379786","0.5717327925379786","0.5717327925379786","0.3452803056187949","0.3452803056187949","0.3452803056187949","0.5973500624816865","0.5973500624816865","0.5973500624816865"
"17807","0.5823769896933843","0.5823769896933843","0.5823769896933843","0.3511872391595181","0.3511872391595181","0.3511872391595181","0.5919014558382074","0.5919014558382074","0.5919014558382074"
"17913","0.5785013619640584","0.5785013619640584","0.5785013619640584","0.3498503777599647","0.3498503777599647","0.3498503777599647","0.5943155863243184","0.5943155863243184","0.5943155863243184"
"18019","0.576656783081938","0.576656783081938","0.576656783081938","0.3874883527610641","0.3874883527610641","0.3874883527610641","0.5966035901931046","0.5966035901931046","0.5966035901931046"
"18125","0.58281376125189","0.58281376125189","0.58281376125189","0.3704601607707693","0.3704601607707693","0.3704601607707693","0.6018705615896015","0.6018705615896015","0.6018705615896015"
"18231","0.5684671141943693","0.5684671141943693","0.5684671141943693","0.3640290220984038","0.3640290220984038","0.3640290220984038","0.599784817134389","0.599784817134389","0.599784817134389"
"18337","0.5761783128099935","0.5761783128099935","0.5761783128099935","0.35712130041446444","0.35712130041446444","0.35712130041446444","0.5995649771689631","0.5995649771689631","0.5995649771689631"
"18443","0.5764528767192616","0.5764528767192616","0.5764528767192616","0.36143997417428886","0.36143997417428886","0.36143997417428886","0.5991040876917458","0.5991040876917458","0.5991040876917458"
"18549","0.5820101059923807","0.5820101059923807","0.5820101059923807","0.3563222505771862","0.3563222505771862","0.3563222505771862","0.5930435422577007","0.5930435422577007","0.5930435422577007"
"18655","0.5603674005665511","0.5603674005665511","0.5603674005665511","0.36935896655492423","0.36935896655492423","0.36935896655492423","0.5869265806639289","0.5869265806639289","0.5869265806639289"
"18761","0.571755742598724","0.571755742598724","0.571755742598724","0.34521246919601656","0.34521246919601656","0.34521246919601656","0.5988764034392363","0.5988764034392363","0.5988764034392363"
"18867","0.5815045064785168","0.5815045064785168","0.5815045064785168","0.3651860461730886","0.3651860461730886","0.3651860461730886","0.5891380792444607","0.5891380792444607","0.5891380792444607"
"18973","0.5862742525257026","0.5862742525257026","0.5862742525257026","0.3544178672929317","0.3544178672929317","0.3544178672929317","0.5926692261995712","0.5926692261995712","0.5926692261995712"
"19079","0.5884789453666393","0.5884789453666393","0.5884789453666393","0.36446480281186566","0.36446480281186566","0.36446480281186566","0.5938726458087045","0.5938726458087045","0.5938726458087045"
"19185","0.5783487813868058","0.5783487813868058","0.5783487813868058","0.3592355322878096","0.3592355322878096","0.3592355322878096","0.5939985303333567","0.5939985303333567","0.5939985303333567"
"19291","0.5767723913440388","0.5767723913440388","0.5767723913440388","0.36902569851305167","0.36902569851305167","0.36902569851305167","0.5950542019159187","0.5950542019159187","0.5950542019159187"
"19397","0.5780260959415113","0.5780260959415113","0.5780260959415113","0.37172877642309443","0.37172877642309443","0.37172877642309443","0.5966784715543214","0.5966784715543214","0.5966784715543214"
"19503","0.578912656303544","0.578912656303544","0.578912656303544","0.3613404300383808","0.3613404300383808","0.3613404300383808","0.5973683835523452","0.5973683835523452","0.5973683835523452"
"19609","0.5870376852725057","0.5870376852725057","0.5870376852725057","0.373010813380396","0.373010813380396","0.373010813380396","0.5971966772041638","0.5971966772041638","0.5971966772041638"
"19715","0.5842062311197072","0.5842062311197072","0.5842062311197072","0.360442099594613","0.360442099594613","0.360442099594613","0.5992588914857158","0.5992588914857158","0.5992588914857158"
"19821","0.5876903415461847","0.5876903415461847","0.5876903415461847","0.37080240948218635","0.37080240948218635","0.37080240948218635","0.5949649302370656","0.5949649302370656","0.5949649302370656"
"19927","0.5858967988296458","0.5858967988296458","0.5858967988296458","0.3654031203864063","0.3654031203864063","0.3654031203864063","0.5919957077583677","0.5919957077583677","0.5919957077583677"
"20033","0.587069016262161","0.587069016262161","0.587069016262161","0.3763132277388789","0.3763132277388789","0.3763132277388789","0.5911802266983218","0.5911802266983218","0.5911802266983218"
"20139","0.5827498358974945","0.5827498358974945","0.5827498358974945","0.37696228343851745","0.37696228343851745","0.37696228343851745","0.5886852333898002","0.5886852333898002","0.5886852333898002"
"20245","0.5830133681122287","0.5830133681122287","0.5830133681122287","0.3713925398964898","0.3713925398964898","0.3713925398964898","0.5904565006851873","0.5904565006851873","0.5904565006851873"
"20351","0.5836821024792649","0.5836821024792649","0.5836821024792649","0.38540382161318926","0.38540382161318926","0.38540382161318926","0.5878621147743814","0.5878621147743814","0.5878621147743814"
"20457","0.5834208496396003","0.5834208496396003","0.5834208496396003","0.39585403819974146","0.39585403819974146","0.39585403819974146","0.5874996684362749","0.5874996684362749","0.5874996684362749"
"20563","0.5839502803227726","0.5839502803227726","0.5839502803227726","0.39783780676113883","0.39783780676113883","0.39783780676113883","0.5859694261320181","0.5859694261320181","0.5859694261320181"
"20669","0.578928717456659","0.578928717456659","0.578928717456659","0.3941241989336239","0.3941241989336239","0.3941241989336239","0.5851470331468422","0.5851470331468422","0.5851470331468422"
"20775","0.5785181930917489","0.5785181930917489","0.5785181930917489","0.3898000367410537","0.3898000367410537","0.3898000367410537","0.5832794026678589","0.5832794026678589","0.5832794026678589"
"20881","0.5771408017780428","0.5771408017780428","0.5771408017780428","0.38736078411243","0.38736078411243","0.38736078411243","0.5823621890682026","0.5823621890682026","0.5823621890682026"
"20987","0.5775802684141551","0.5775802684141551","0.5775802684141551","0.39694401266958695","0.39694401266958695","0.39694401266958695","0.5810591952702236","0.5810591952702236","0.5810591952702236"
"21093","0.5773031977158383","0.5773031977158383","0.5773031977158383","0.39586105137335703","0.39586105137335703","0.39586105137335703","0.5808285907361893","0.5808285907361893","0.5808285907361893"
"21199","0.5771971522145797","0.5771971522145797","0.5771971522145797","0.3941883220978181","0.3941883220978181","0.3941883220978181","0.5805941815675463","0.5805941815675463","0.5805941815675463"
