"Step","cycle_val_975 - test SSMI_B mean","cycle_val_975 - test SSMI_B mean__MIN","cycle_val_975 - test SSMI_B mean__MAX","cycle_val_65 - test SSMI_B mean","cycle_val_65 - test SSMI_B mean__MIN","cycle_val_65 - test SSMI_B mean__MAX","cycle_val_0 - test SSMI_B mean","cycle_val_0 - test SSMI_B mean__MIN","cycle_val_0 - test SSMI_B mean__MAX"
"2967","0.5826027321679711","0.5826027321679711","0.5826027321679711","0.3091437876166071","0.3091437876166071","0.3091437876166071","0.5612579479110533","0.5612579479110533","0.5612579479110533"
"3073","0.5468045299929907","0.5468045299929907","0.5468045299929907","0.3036931936662506","0.3036931936662506","0.3036931936662506","0.5860168800899006","0.5860168800899006","0.5860168800899006"
"3179","0.5774444074163498","0.5774444074163498","0.5774444074163498","0.29036953815927763","0.29036953815927763","0.29036953815927763","0.5620653221559029","0.5620653221559029","0.5620653221559029"
"3285","0.5840264855787392","0.5840264855787392","0.5840264855787392","0.4008153671300784","0.4008153671300784","0.4008153671300784","0.6006879757609984","0.6006879757609984","0.6006879757609984"
"3391","0.5792139461217223","0.5792139461217223","0.5792139461217223","0.35401891075980096","0.35401891075980096","0.35401891075980096","0.5824166419283866","0.5824166419283866","0.5824166419283866"
"3497","0.5784476298355737","0.5784476298355737","0.5784476298355737","0.4162682001864943","0.4162682001864943","0.4162682001864943","0.5857461827981809","0.5857461827981809","0.5857461827981809"
"3603","0.5690343236740033","0.5690343236740033","0.5690343236740033","0.45561989216298426","0.45561989216298426","0.45561989216298426","0.5759348352300413","0.5759348352300413","0.5759348352300413"
"3709","0.565963389888899","0.565963389888899","0.565963389888899","0.3743781304065727","0.3743781304065727","0.3743781304065727","0.5707773015461907","0.5707773015461907","0.5707773015461907"
"3815","0.5336749598089812","0.5336749598089812","0.5336749598089812","0.4330186045656618","0.4330186045656618","0.4330186045656618","0.5455041699099866","0.5455041699099866","0.5455041699099866"
"3921","0.5217307661140171","0.5217307661140171","0.5217307661140171","0.4069934304901892","0.4069934304901892","0.4069934304901892","0.5503548372625724","0.5503548372625724","0.5503548372625724"
"4027","0.5496287802671384","0.5496287802671384","0.5496287802671384","0.44430379374527246","0.44430379374527246","0.44430379374527246","0.5393733133779841","0.5393733133779841","0.5393733133779841"
"4133","0.5532885324200028","0.5532885324200028","0.5532885324200028","0.42748281148453837","0.42748281148453837","0.42748281148453837","0.5336982573957831","0.5336982573957831","0.5336982573957831"
"4239","0.5167983246752759","0.5167983246752759","0.5167983246752759","0.4332765078323454","0.4332765078323454","0.4332765078323454","0.5498822725389805","0.5498822725389805","0.5498822725389805"
"4345","0.49635182838003666","0.49635182838003666","0.49635182838003666","0.3977564379415743","0.3977564379415743","0.3977564379415743","0.5608585244538228","0.5608585244538228","0.5608585244538228"
"4451","0.5264914393584916","0.5264914393584916","0.5264914393584916","0.4474372878293585","0.4474372878293585","0.4474372878293585","0.5405371815281901","0.5405371815281901","0.5405371815281901"
"4557","0.5063815039781765","0.5063815039781765","0.5063815039781765","0.40403224261042886","0.40403224261042886","0.40403224261042886","0.5346622140823143","0.5346622140823143","0.5346622140823143"
"4663","0.511272976266378","0.511272976266378","0.511272976266378","0.4057959983873538","0.4057959983873538","0.4057959983873538","0.4760859065503587","0.4760859065503587","0.4760859065503587"
"4769","0.550580981976062","0.550580981976062","0.550580981976062","0.3920116518486433","0.3920116518486433","0.3920116518486433","0.5616454724146009","0.5616454724146009","0.5616454724146009"
"4875","0.5782042597963906","0.5782042597963906","0.5782042597963906","0.4440771156362189","0.4440771156362189","0.4440771156362189","0.5382917017192761","0.5382917017192761","0.5382917017192761"
"4981","0.4768876688054405","0.4768876688054405","0.4768876688054405","0.406603581037703","0.406603581037703","0.406603581037703","0.5672600522460903","0.5672600522460903","0.5672600522460903"
"5087","0.5777084378618078","0.5777084378618078","0.5777084378618078","0.4376848725991327","0.4376848725991327","0.4376848725991327","0.5617186498852123","0.5617186498852123","0.5617186498852123"
"5193","0.5622994191241245","0.5622994191241245","0.5622994191241245","0.4378504152858747","0.4378504152858747","0.4378504152858747","0.48089140697525085","0.48089140697525085","0.48089140697525085"
"5299","0.5452881622415082","0.5452881622415082","0.5452881622415082","0.3874061723482178","0.3874061723482178","0.3874061723482178","0.5430857180058412","0.5430857180058412","0.5430857180058412"
"5405","0.5554953002059715","0.5554953002059715","0.5554953002059715","0.3905062947129897","0.3905062947129897","0.3905062947129897","0.5704101097737031","0.5704101097737031","0.5704101097737031"
"5511","0.5688217821208756","0.5688217821208756","0.5688217821208756","0.4234586191967828","0.4234586191967828","0.4234586191967828","0.565385936705767","0.565385936705767","0.565385936705767"
"5617","0.5402636473466987","0.5402636473466987","0.5402636473466987","0.4155980762907612","0.4155980762907612","0.4155980762907612","0.5601609851912703","0.5601609851912703","0.5601609851912703"
"5723","0.5625885017738044","0.5625885017738044","0.5625885017738044","0.40003806475866344","0.40003806475866344","0.40003806475866344","0.579629432868003","0.579629432868003","0.579629432868003"
"5829","0.5639672683272616","0.5639672683272616","0.5639672683272616","0.40567469445918386","0.40567469445918386","0.40567469445918386","0.5596819268891469","0.5596819268891469","0.5596819268891469"
"5935","0.5742925814359875","0.5742925814359875","0.5742925814359875","0.4101994557671519","0.4101994557671519","0.4101994557671519","0.5766236729039822","0.5766236729039822","0.5766236729039822"
"6041","0.5598351414955048","0.5598351414955048","0.5598351414955048","0.3809789355206317","0.3809789355206317","0.3809789355206317","0.5955238378566108","0.5955238378566108","0.5955238378566108"
"6147","0.5691167466531666","0.5691167466531666","0.5691167466531666","0.42511468522333595","0.42511468522333595","0.42511468522333595","0.5963959877522342","0.5963959877522342","0.5963959877522342"
"6253","0.5769182626776325","0.5769182626776325","0.5769182626776325","0.4331594662411965","0.4331594662411965","0.4331594662411965","0.5907610982546962","0.5907610982546962","0.5907610982546962"
"6359","0.5636087846293221","0.5636087846293221","0.5636087846293221","0.4261632249221091","0.4261632249221091","0.4261632249221091","0.5708017094017546","0.5708017094017546","0.5708017094017546"
"6465","0.5527602760238377","0.5527602760238377","0.5527602760238377","0.41885901446330276","0.41885901446330276","0.41885901446330276","0.5657475629542984","0.5657475629542984","0.5657475629542984"
"6571","0.572629245866543","0.572629245866543","0.572629245866543","0.43835097114821764","0.43835097114821764","0.43835097114821764","0.5871519459566781","0.5871519459566781","0.5871519459566781"
"6677","0.5708941933065266","0.5708941933065266","0.5708941933065266","0.42955201131094883","0.42955201131094883","0.42955201131094883","0.5828332554460479","0.5828332554460479","0.5828332554460479"
"6783","0.5669057244110935","0.5669057244110935","0.5669057244110935","0.48112325533486106","0.48112325533486106","0.48112325533486106","0.5958339693967101","0.5958339693967101","0.5958339693967101"
"6889","0.5821308803398837","0.5821308803398837","0.5821308803398837","0.43191249530342896","0.43191249530342896","0.43191249530342896","0.5855898847237732","0.5855898847237732","0.5855898847237732"
"6995","0.5676934979875473","0.5676934979875473","0.5676934979875473","0.4363482319374735","0.4363482319374735","0.4363482319374735","0.5988026481768987","0.5988026481768987","0.5988026481768987"
"7101","0.5703277846363172","0.5703277846363172","0.5703277846363172","0.4337989735540852","0.4337989735540852","0.4337989735540852","0.5867683398342518","0.5867683398342518","0.5867683398342518"
"7207","0.5675980872199146","0.5675980872199146","0.5675980872199146","0.4366592107175538","0.4366592107175538","0.4366592107175538","0.5671354901951237","0.5671354901951237","0.5671354901951237"
"7313","0.5761485625030207","0.5761485625030207","0.5761485625030207","0.42755158469676446","0.42755158469676446","0.42755158469676446","0.5893289965205564","0.5893289965205564","0.5893289965205564"
"7419","0.582727496020887","0.582727496020887","0.582727496020887","0.4468554814388806","0.4468554814388806","0.4468554814388806","0.5782938143345039","0.5782938143345039","0.5782938143345039"
"7525","0.5944967247169237","0.5944967247169237","0.5944967247169237","0.4572087826597176","0.4572087826597176","0.4572087826597176","0.579398987244433","0.579398987244433","0.579398987244433"
"7631","0.5749242166990339","0.5749242166990339","0.5749242166990339","0.42829650670900443","0.42829650670900443","0.42829650670900443","0.5821667239806645","0.5821667239806645","0.5821667239806645"
"7737","0.5804029816408814","0.5804029816408814","0.5804029816408814","0.4546964497318692","0.4546964497318692","0.4546964497318692","0.5557456896912887","0.5557456896912887","0.5557456896912887"
"7843","0.5587975149896632","0.5587975149896632","0.5587975149896632","0.4508956618198656","0.4508956618198656","0.4508956618198656","0.5889179757873124","0.5889179757873124","0.5889179757873124"
"7949","0.587670379221617","0.587670379221617","0.587670379221617","0.4352748357674968","0.4352748357674968","0.4352748357674968","0.5920476058294832","0.5920476058294832","0.5920476058294832"
"8055","0.5740879627177266","0.5740879627177266","0.5740879627177266","0.38901074325157836","0.38901074325157836","0.38901074325157836","0.5828403635048982","0.5828403635048982","0.5828403635048982"
"8161","0.5722865881377004","0.5722865881377004","0.5722865881377004","0.43753597679041534","0.43753597679041534","0.43753597679041534","0.5859313391224859","0.5859313391224859","0.5859313391224859"
"8267","0.5776823690223741","0.5776823690223741","0.5776823690223741","0.4283734339618019","0.4283734339618019","0.4283734339618019","0.5910359092772565","0.5910359092772565","0.5910359092772565"
"8373","0.5766291220112918","0.5766291220112918","0.5766291220112918","0.439406932750722","0.439406932750722","0.439406932750722","0.6045022457207605","0.6045022457207605","0.6045022457207605"
"8479","0.5861996716010672","0.5861996716010672","0.5861996716010672","0.4515527910544702","0.4515527910544702","0.4515527910544702","0.5702619721715592","0.5702619721715592","0.5702619721715592"
"8585","0.570520097243557","0.570520097243557","0.570520097243557","0.4361174610533931","0.4361174610533931","0.4361174610533931","0.5640645056028206","0.5640645056028206","0.5640645056028206"
"8691","0.591345328606904","0.591345328606904","0.591345328606904","0.43715696201941134","0.43715696201941134","0.43715696201941134","0.576562415417235","0.576562415417235","0.576562415417235"
"8797","0.5741228770574719","0.5741228770574719","0.5741228770574719","0.43156204983826935","0.43156204983826935","0.43156204983826935","0.5830488186551037","0.5830488186551037","0.5830488186551037"
"8903","0.5885111397830394","0.5885111397830394","0.5885111397830394","0.43736079439137876","0.43736079439137876","0.43736079439137876","0.5984896529885944","0.5984896529885944","0.5984896529885944"
"9009","0.5861979406488166","0.5861979406488166","0.5861979406488166","0.4354524707590042","0.4354524707590042","0.4354524707590042","0.5713262043458547","0.5713262043458547","0.5713262043458547"
"9115","0.5904124241612925","0.5904124241612925","0.5904124241612925","0.499836199409881","0.499836199409881","0.499836199409881","0.6012361332197401","0.6012361332197401","0.6012361332197401"
"9221","0.5826024077678678","0.5826024077678678","0.5826024077678678","0.45333475107863497","0.45333475107863497","0.45333475107863497","0.5785673622817982","0.5785673622817982","0.5785673622817982"
"9327","0.577152524068728","0.577152524068728","0.577152524068728","0.45689515764776645","0.45689515764776645","0.45689515764776645","0.6010354957915784","0.6010354957915784","0.6010354957915784"
"9433","0.5583746098952412","0.5583746098952412","0.5583746098952412","0.4452567322008226","0.4452567322008226","0.4452567322008226","0.5939650154321726","0.5939650154321726","0.5939650154321726"
"9539","0.5676937428651438","0.5676937428651438","0.5676937428651438","0.44192433608835074","0.44192433608835074","0.44192433608835074","0.592661397287862","0.592661397287862","0.592661397287862"
"9645","0.5669881902392441","0.5669881902392441","0.5669881902392441","0.4133217628956313","0.4133217628956313","0.4133217628956313","0.5776934861317169","0.5776934861317169","0.5776934861317169"
"9751","0.5757385702371841","0.5757385702371841","0.5757385702371841","0.45826544150641174","0.45826544150641174","0.45826544150641174","0.5775597772284007","0.5775597772284007","0.5775597772284007"
"9857","0.5823496827520084","0.5823496827520084","0.5823496827520084","0.4416027707092563","0.4416027707092563","0.4416027707092563","0.5762376907493736","0.5762376907493736","0.5762376907493736"
"9963","0.580918900581717","0.580918900581717","0.580918900581717","0.4475287881516706","0.4475287881516706","0.4475287881516706","0.579807199527454","0.579807199527454","0.579807199527454"
"10069","0.5598157673667007","0.5598157673667007","0.5598157673667007","0.44525327296106887","0.44525327296106887","0.44525327296106887","0.5873408060401148","0.5873408060401148","0.5873408060401148"
"10175","0.5651668496599481","0.5651668496599481","0.5651668496599481","0.4321522488336779","0.4321522488336779","0.4321522488336779","0.5938645362743499","0.5938645362743499","0.5938645362743499"
"10281","0.5841231680539858","0.5841231680539858","0.5841231680539858","0.41972357837478563","0.41972357837478563","0.41972357837478563","0.5876162445525215","0.5876162445525215","0.5876162445525215"
"10387","0.5958860786113129","0.5958860786113129","0.5958860786113129","0.4233647210954742","0.4233647210954742","0.4233647210954742","0.5770484092114031","0.5770484092114031","0.5770484092114031"
"10493","0.5727790437633503","0.5727790437633503","0.5727790437633503","0.448090425479039","0.448090425479039","0.448090425479039","0.5825948767783323","0.5825948767783323","0.5825948767783323"
"10599","0.5924144670847288","0.5924144670847288","0.5924144670847288","0.4090018077759513","0.4090018077759513","0.4090018077759513","0.5801571065900188","0.5801571065900188","0.5801571065900188"
"10705","0.578637474950376","0.578637474950376","0.578637474950376","0.38741588265417976","0.38741588265417976","0.38741588265417976","0.5867353605503204","0.5867353605503204","0.5867353605503204"
"10811","0.5841140025633685","0.5841140025633685","0.5841140025633685","0.41219181789992193","0.41219181789992193","0.41219181789992193","0.594928878190336","0.594928878190336","0.594928878190336"
"10917","0.5829124978682033","0.5829124978682033","0.5829124978682033","0.40401023229661553","0.40401023229661553","0.40401023229661553","0.5959350401750853","0.5959350401750853","0.5959350401750853"
"11023","0.5858014627341505","0.5858014627341505","0.5858014627341505","0.41596819886833286","0.41596819886833286","0.41596819886833286","0.5913890545747724","0.5913890545747724","0.5913890545747724"
"11129","0.5919283896835286","0.5919283896835286","0.5919283896835286","0.376555126149831","0.376555126149831","0.376555126149831","0.5861314625744568","0.5861314625744568","0.5861314625744568"
"11235","0.5748187623266307","0.5748187623266307","0.5748187623266307","0.3889084300848047","0.3889084300848047","0.3889084300848047","0.5898565361151871","0.5898565361151871","0.5898565361151871"
"11341","0.576977342728136","0.576977342728136","0.576977342728136","0.38114726379641317","0.38114726379641317","0.38114726379641317","0.5767230360129667","0.5767230360129667","0.5767230360129667"
"11447","0.5653091847662073","0.5653091847662073","0.5653091847662073","0.4021960445390549","0.4021960445390549","0.4021960445390549","0.5821300120282219","0.5821300120282219","0.5821300120282219"
"11553","0.575729760648779","0.575729760648779","0.575729760648779","0.37352930557316044","0.37352930557316044","0.37352930557316044","0.5839925904458878","0.5839925904458878","0.5839925904458878"
"11659","0.5690148959149718","0.5690148959149718","0.5690148959149718","0.48621733698514424","0.48621733698514424","0.48621733698514424","0.5860240110929736","0.5860240110929736","0.5860240110929736"
"11765","0.5836043518320971","0.5836043518320971","0.5836043518320971","0.4148029501553492","0.4148029501553492","0.4148029501553492","0.5881546930640911","0.5881546930640911","0.5881546930640911"
"11871","0.5795069578192925","0.5795069578192925","0.5795069578192925","0.41766264918303625","0.41766264918303625","0.41766264918303625","0.5862093062986191","0.5862093062986191","0.5862093062986191"
"11977","0.5781020575750854","0.5781020575750854","0.5781020575750854","0.43051959203216905","0.43051959203216905","0.43051959203216905","0.5833559942064258","0.5833559942064258","0.5833559942064258"
"12083","0.5752498878976374","0.5752498878976374","0.5752498878976374","0.42755864179889996","0.42755864179889996","0.42755864179889996","0.5809744524889999","0.5809744524889999","0.5809744524889999"
"12189","0.5836153649628668","0.5836153649628668","0.5836153649628668","0.39950947688852484","0.39950947688852484","0.39950947688852484","0.5848754963854124","0.5848754963854124","0.5848754963854124"
"12295","0.5541851990826463","0.5541851990826463","0.5541851990826463","0.4341104585465655","0.4341104585465655","0.4341104585465655","0.5796889129881836","0.5796889129881836","0.5796889129881836"
"12401","0.5883938004361735","0.5883938004361735","0.5883938004361735","0.3825951594807222","0.3825951594807222","0.3825951594807222","0.5878829393023322","0.5878829393023322","0.5878829393023322"
"12507","0.5689878872923704","0.5689878872923704","0.5689878872923704","0.3763212358154216","0.3763212358154216","0.3763212358154216","0.5686002916768135","0.5686002916768135","0.5686002916768135"
"12613","0.573541692445923","0.573541692445923","0.573541692445923","0.39858340421744926","0.39858340421744926","0.39858340421744926","0.5979982582444898","0.5979982582444898","0.5979982582444898"
"12719","0.5793461254938937","0.5793461254938937","0.5793461254938937","0.386329988791878","0.386329988791878","0.386329988791878","0.5793397163079379","0.5793397163079379","0.5793397163079379"
"12825","0.5778130822105342","0.5778130822105342","0.5778130822105342","0.37235173654304793","0.37235173654304793","0.37235173654304793","0.5794343402899844","0.5794343402899844","0.5794343402899844"
"12931","0.5781896607830228","0.5781896607830228","0.5781896607830228","0.38247420096601675","0.38247420096601675","0.38247420096601675","0.591901650057526","0.591901650057526","0.591901650057526"
"13037","0.5806793581103464","0.5806793581103464","0.5806793581103464","0.35752203352224127","0.35752203352224127","0.35752203352224127","0.5937528756736344","0.5937528756736344","0.5937528756736344"
"13143","0.5803055012538773","0.5803055012538773","0.5803055012538773","0.38437328008902705","0.38437328008902705","0.38437328008902705","0.5580554848588029","0.5580554848588029","0.5580554848588029"
"13249","0.5832148810799539","0.5832148810799539","0.5832148810799539","0.37986459909346715","0.37986459909346715","0.37986459909346715","0.5852472167398484","0.5852472167398484","0.5852472167398484"
"13355","0.5702111553039506","0.5702111553039506","0.5702111553039506","0.3522560743439015","0.3522560743439015","0.3522560743439015","0.5916400791493172","0.5916400791493172","0.5916400791493172"
"13461","0.579033740536434","0.579033740536434","0.579033740536434","0.35163620081614116","0.35163620081614116","0.35163620081614116","0.5827049547415336","0.5827049547415336","0.5827049547415336"
"13567","0.5835450598246064","0.5835450598246064","0.5835450598246064","0.3640985045461651","0.3640985045461651","0.3640985045461651","0.5754030087413908","0.5754030087413908","0.5754030087413908"
"13673","0.578438148521365","0.578438148521365","0.578438148521365","0.3662815186081871","0.3662815186081871","0.3662815186081871","0.5906257374712754","0.5906257374712754","0.5906257374712754"
"13779","0.5789387815320726","0.5789387815320726","0.5789387815320726","0.34644142886758283","0.34644142886758283","0.34644142886758283","0.5907782782840063","0.5907782782840063","0.5907782782840063"
"13885","0.5637424079804145","0.5637424079804145","0.5637424079804145","0.33967596226771046","0.33967596226771046","0.33967596226771046","0.5730689168359221","0.5730689168359221","0.5730689168359221"
"13991","0.5686296278968624","0.5686296278968624","0.5686296278968624","0.3420916742263359","0.3420916742263359","0.3420916742263359","0.5890236446141871","0.5890236446141871","0.5890236446141871"
"14097","0.571965029389469","0.571965029389469","0.571965029389469","0.31613818162910035","0.31613818162910035","0.31613818162910035","0.57799383179881","0.57799383179881","0.57799383179881"
"14203","0.5685711635763021","0.5685711635763021","0.5685711635763021","0.3326064118497086","0.3326064118497086","0.3326064118497086","0.5865881678662854","0.5865881678662854","0.5865881678662854"
"14309","0.5691594263881005","0.5691594263881005","0.5691594263881005","0.35227302294192303","0.35227302294192303","0.35227302294192303","0.5904594019394067","0.5904594019394067","0.5904594019394067"
"14415","0.5712962306496663","0.5712962306496663","0.5712962306496663","0.33289210558097854","0.33289210558097854","0.33289210558097854","0.581493078614783","0.581493078614783","0.581493078614783"
"14521","0.5748281068795335","0.5748281068795335","0.5748281068795335","0.3215970982800025","0.3215970982800025","0.3215970982800025","0.5787065987514116","0.5787065987514116","0.5787065987514116"
"14627","0.5687985943926452","0.5687985943926452","0.5687985943926452","0.3294941832199836","0.3294941832199836","0.3294941832199836","0.5908059519964931","0.5908059519964931","0.5908059519964931"
"14733","0.5695464573762121","0.5695464573762121","0.5695464573762121","0.33840953050352085","0.33840953050352085","0.33840953050352085","0.5914094117592199","0.5914094117592199","0.5914094117592199"
"14839","0.5601281013641882","0.5601281013641882","0.5601281013641882","0.3323611351486617","0.3323611351486617","0.3323611351486617","0.5738056976522151","0.5738056976522151","0.5738056976522151"
"14945","0.5672158149663811","0.5672158149663811","0.5672158149663811","0.3326235672499637","0.3326235672499637","0.3326235672499637","0.580142283336148","0.580142283336148","0.580142283336148"
"15051","0.5815720466913639","0.5815720466913639","0.5815720466913639","0.3246064190870681","0.3246064190870681","0.3246064190870681","0.5846167957769821","0.5846167957769821","0.5846167957769821"
"15157","0.570670355936478","0.570670355936478","0.570670355936478","0.3558168384229715","0.3558168384229715","0.3558168384229715","0.5834229351975455","0.5834229351975455","0.5834229351975455"
"15263","0.5770252633288854","0.5770252633288854","0.5770252633288854","0.34270605889560934","0.34270605889560934","0.34270605889560934","0.5891996700111781","0.5891996700111781","0.5891996700111781"
"15369","0.5761910757571075","0.5761910757571075","0.5761910757571075","0.3097647134195223","0.3097647134195223","0.3097647134195223","0.5820561929275847","0.5820561929275847","0.5820561929275847"
"15475","0.5774971819477996","0.5774971819477996","0.5774971819477996","0.337989196892766","0.337989196892766","0.337989196892766","0.5921828925196398","0.5921828925196398","0.5921828925196398"
"15581","0.5847222896913539","0.5847222896913539","0.5847222896913539","0.3391117610851948","0.3391117610851948","0.3391117610851948","0.5849126151010609","0.5849126151010609","0.5849126151010609"
"15687","0.582796079918874","0.582796079918874","0.582796079918874","0.322324809835898","0.322324809835898","0.322324809835898","0.5771188364355587","0.5771188364355587","0.5771188364355587"
"15793","0.5768333956656035","0.5768333956656035","0.5768333956656035","0.33528344909838165","0.33528344909838165","0.33528344909838165","0.5845559923629522","0.5845559923629522","0.5845559923629522"
"15899","0.5754304913094168","0.5754304913094168","0.5754304913094168","0.3313191422972474","0.3313191422972474","0.3313191422972474","0.5793814849404149","0.5793814849404149","0.5793814849404149"
"16005","0.5816253568995607","0.5816253568995607","0.5816253568995607","0.3368466046955175","0.3368466046955175","0.3368466046955175","0.5879677679712242","0.5879677679712242","0.5879677679712242"
"16111","0.5796503699196138","0.5796503699196138","0.5796503699196138","0.3462103300068454","0.3462103300068454","0.3462103300068454","0.5886856733642433","0.5886856733642433","0.5886856733642433"
"16217","0.5802905202810382","0.5802905202810382","0.5802905202810382","0.347197315924936","0.347197315924936","0.347197315924936","0.5821501730862914","0.5821501730862914","0.5821501730862914"
"16323","0.57109191949341","0.57109191949341","0.57109191949341","0.37945772329937266","0.37945772329937266","0.37945772329937266","0.5782331105342898","0.5782331105342898","0.5782331105342898"
"16429","0.553019026953817","0.553019026953817","0.553019026953817","0.3189582714330506","0.3189582714330506","0.3189582714330506","0.5925960053001804","0.5925960053001804","0.5925960053001804"
"16535","0.5744754756338531","0.5744754756338531","0.5744754756338531","0.3571571102759125","0.3571571102759125","0.3571571102759125","0.5908544552213794","0.5908544552213794","0.5908544552213794"
"16641","0.5782936335105998","0.5782936335105998","0.5782936335105998","0.3378098637118022","0.3378098637118022","0.3378098637118022","0.5953219974753547","0.5953219974753547","0.5953219974753547"
"16747","0.5745839785908003","0.5745839785908003","0.5745839785908003","0.34603626040492136","0.34603626040492136","0.34603626040492136","0.5779359325437221","0.5779359325437221","0.5779359325437221"
"16853","0.5726307440786838","0.5726307440786838","0.5726307440786838","0.3590532790389603","0.3590532790389603","0.3590532790389603","0.5923759335658296","0.5923759335658296","0.5923759335658296"
